40,“short staying in Lisbon”,I liked very much the cleaness of Lisbon. I will go back again at my next opportinity.Nothing went wrog I am fully satisfied
40,“love the place but not sure if id roam the streets at night”,"Its a while since weve been here actually returned for the 2nd time. Once on an excursion from the Algarve and once exploring portugal by car. The city is buzzing fabulous shops, bars and restaurants and a friendly atmosphere . I would say though that to be wary of drug pedlars even at early afternoon .we were approache by 2 well dressed middle aged men who were , when we declined to buy continuedfollwing us up the main street , until we dodged into a restaurant to get away from them. This wouldnt stop us going again but it tarnished what was a lovely experience."
50,“BEST WAY TO DECIDE WHERE YOU WANT TO VISIT”,"I' d hate to drive in the town , go for a trip on the river , and visit Sintra a must, lots and lots to see in the bohemian area"
30,“It's a big city”,Not particularly visually/esthetically pleasing. Good restaurants and hotels and only a train ride away from charm.
30,“classic lisbon”,"Lisbon has some stunning buildings to see, great food specially sea food its the best although I noticed on plain day light people trying to deal drugs right in the centre of Lisbon even knowing there was police near by.......a bit disappointed"
50,"“Beautiful city, beautiful people!”","Perfect for a city experience with added bonus, namely on the coast and the beaches are only a short trip on the very well run, inexpensive train."
40,“Day trip in lisbon”,Was sailing on the Ventura ship going to Lisbon and Spain stopped at Lisbon for the day to see the city which I enjoyed and would like to go back again when I can.
50,“lisbon 2015”,Lovely 16th century buildings. Busy seafront cafes. A kiosk called Hotdogworks was the best hotdog I ever had. Cute affordable restaurant called Guilty's had a wide choice and was good.Tour to Silva was very nice and interesting. So picturesque
40,“November in Lisbon”,"Lisbon at the end of November can be a cold city but the people are very welcoming. Most of the city attractions are still open and the food and wine still flow. I had three days there and was able to walk around the city and stake a rail trip along the coast in this time. My only complaint is that the city is very expensive considering the state of the Portuguese economy.To me the best bit is the main square by the river - This gives spectacular views towards the statue of Christ and the suspension bridge. The square itself has magnificent architecture which continues into the city and up the hills. Any of the hills give views over the city and it’s surrounds. There were various strikes on while I was there that put off a second rail trip, but overall well worth the visit."
50,“Amazing city”,"Travelling within the city is simple using daily public transport pass (save your card which is rechargeable) for 6€. Alternating between the subway (clean and safe), old fashion tram car (line 28E and 15E are a must to visit Amalfa and Barrio Alto) is convenient and faster than a cab. Train ride to Belenn and Sintra will cost you +-5€ a lot cheaper than Hop on Hop off @ 65€. Departures are at Rossio and Casa Sondre"
40,“tour of Lisbon”,"We recently went on a days tour of Lisbon. It is a fascinating city with so much history. We started on their very efficient train system, went on the city trams and rode in a Tuk Tuk. The Portuguese drive very quickly! Best things to see are the castle, the Elevator (wonderful views), the Jewish quarter (lovely little bars and restaurants), Belem Tower, not forgetting a glass of Ginjinha served in an edible chocolate cup! Only downside is pick pockets are rife and we lost our money on the tram. Wear your backpack on your front and don't let your wallet out of your sight. Its such a shame as the Portuguese are such a friendly nation."
