40,“Running routes”,"As a seasoned runner, I have run all over Cape Town. Be it o the slopes of Table Mountain or in Newlands Forest, you can particularly any where in Cape Town. I prefer to run in the morning just as the sun rises."
40,“Cape Town City Tour”,"This city with its fascinating history offers the visitor an opportunity to learn about the history of the Koi, Malay and Europeans that span over many years. This is a fascinating city and many museums are open and within walking distance of each other to give you an insight into the history of Cape Town and its people. The Slave Lodge, Iziko South African Museum, South African Jewish Museum are quite close to each other and provides quite an insight into the history and stories of Cape Town. The Castle of Good Hope is another museum entrenched in history and is quite large so, one would need more then one day if you are planning on doing a typical museum experience. And also, the Company Gardens are nice to take a walk through with beautiful flowers and trees.Many restaurants are open to choose from and quite a variety of dishes can be chosen to give you a taste of South Africa. And always, a glass of wine with your meal is a must when in cape Town.Like any large city, Cape Town has its problems with criminality but the police are quite organised and one gets the feeling that the city is quite safe. Even at night. Always be aware what is happening around you and do not allow your credit card out of your sight.This city has a good public transport system and you can get quite easily from one museum to another as more can be found in Houtbay, Stellenbosch and other areas."
40,“Amazing Destination Yet Highly Unsafe”,"I travelled to Cape town alongwith my spuse in February 2015. We planned to travel from India New Delhi to Cape Town since getting a visa was easy and the place looked beautiful when searced on the web. Indeed the place is beautiful, it is full of natural beauty. Mountains, beaches and good English arcitchture and history, you will find it here in Cape Town. The city is well connected by buses (MYCiti Bus), hiring a taxi can be expensive though. On our first day we decided to explore the area around our hotel by foot. We were out in the main city area, Long Street and around 1830 hours and onwards we realised that the place is not safe at all. A man walked towards us in the middle of the road near flower market along the Long Street (Very famous with tourists) and asked us to give him money else he wold put his hands in my pocket and steal. We literally got scared and started walking fast. The man walked with us for some distance before going away. Then we started walking towards our hotel in Gardens and witnessed many homeless people and whose stares did not make us feel safe. Cape town is safe only between 0900-1800 hours. Also, one must avoid visiting places where not many tourists would go. If one prefers to stay only around touristy areas like V&A waterfront and Sea Point and trvel only by taxi all the time, then it is safer.If visitng Cape Town the start early and return to your hotel by maximum 1800 hours. Night Life is limited to certain areas and one should rather avoid it. If travelling late(post 1800 hours), travel by taxi and keep the windows rolled up. Never flash anything at all and carry limited cash. Tourist police is confined to certian areas and can only be seen between 0900-1800 hours. Police do exist in this city but they are always inside the police station and can never be seen patrolling the streets.You may read lot of comments on the web by the local and other calling Cape Town safe but the reality is that it is unsafe. 99% houses have electri fencing with armed response, locals also do not go out post 1900 hours. You will not find anybody except few on the streets post 1830 hours. Locals if go out, travel in cars."
50,“Truly is the mother city”,"The City is vibrant, old and new has been blended in well. Loads of cultural traditions seeing the coon carnival in the streets of the City was fabulous. This is different groups that get dressed up in different costumes and colours they sing and dance and perform in the streets. A must see over the New Year period, also take a drive up to Bo Kaap and see the colourful houses ."
50,“Much of value Much of interest Many great eateries and experiences”,More you should not ask for.Yes adventure Ensure a an excellent experienceReporting as a friend I am a Cape Tonian and besotted with my city please do not encourage vagrants and beggars Please they are a headache of noteMany visits of interest Malay food Irish Pub ( The Dubliner ) Incredible Indian cuisineAfrican food ( not to missed ) Pure love and goodness at some restaurants ( Café Mozart to name one of many ) Italian food Mama Mia Greek The GODS are jealous French Mon AmiHave to stop now to numerous good to mentionVictorian architecture ( trey Marias in Gardens for lunch ) architecture added complimentaryScour the Internet Ask your Hotel for sound advice
50,“Great City”,Just a great city on the southern tip of Africa….Roads can be busy mostly…drive with caution. Always take a jumper when you go out at night. The weather can turn rapidly
30,“cape town”,"Better to see this city equipped with your own car. We drove up to sea point, Waterfront and to the Green Market Square. Of course the Table Mountains was spectacular."
30,“Over rated city”,Sight seeing tour is essential to explore the city . City is only good in pockets. Cab scam- beware! Stick only to tourist spots as unsafe elsewhere. Driving around aimlessly is fun!
30,“City Sightseeing”,"There isn't much to do in the city as such. There are markets and if you are there for the first time, the normal ""new city"" will amaze you for a little while but the novely will soon wear out.I wouldn't recommend going to see the Aquarium. There is nothing surprising in there.In fact, I can't think of anything there which I say is a must!"
50,"“Shopping in Capetown, South Africa”","I'm a hard-core shopper, always looking for unusual items to bring back to the U.S. I absolutely loved the Pan-African Market on Long St. when I was in Capetown in late 2011. Every item bought -- a large, beaded elephant mask, a ceremonial mask from Gabon, a hand-carved wooden lidded bowl in the shape of a giraffe, and 6 small ""passport"" masks -- have elicited enthusiastic comments from friends and remain some of my most treasured ""finds."" Yes, it's true that none of these were actually from South Africa, but they were authentic and came from countries mostly in the western part of the continent that I will probably never get to visit. I found the Pan-African a more interesting place to shop than the Blue Shed, the Red Shed and the Waterkant. I found it superior as well to the items on the first floor of the Trading Post on the waterfront; however, I learned later that the trick at the Trading Post is to demand to go to the second floor. The large man standing guard at the bottom of the stairs is not from the second-floor merchants; he is paid by the first-floor merchants to dissuade people from going up to where the really interesting things are. Before going back to Capetown in late 2014, I will investigate trustworthy shippers, which should be cheaper and less hassle than relying on my hotel concierge."
