10,“Azamara journey”,"We booked the trip of a lifetime at considerable cost for a holiday to Argentina Uruguay and Brazil. Prior to our cruise we stayed for three days at the Windsor atlantica 5* hotel in copacabana beach which was amazing we visited sugarloaf and the redeemer and were very excited about our cruise. We arrived at the terminal and there was nobody to help or guide us. My friend had a splint on her arm because she had a break falling on ice. I have a mobility disability and use a stick. When we finally struggled up the gangplank we asked if there was anywhere to sit. No. After a while we asked what to do and we told to go and find our cabin. The cabin was extremely shabby. We had to find our own way to find the restaurant for lunch. We thought this was because they were receiving lots of passengers. In day two our toilet was blocked. We spent hours at customer services during this cruise as our toilet stunk and was totally blocked and unusable for 9 out of the 12 days. 90% of public toilets were blocked. Health and safety??Nobody cared. Many other passengers were suffering but our cabin was the worst. We lost our patience when we couldn't open the cabin door the smell was horrific. We were in swimwear in the lobby for hours whilst the cabin was deep cleaned. Still no improvement. The talk was that this had never happened before and their head office were arranging a formula for compensation. We said we would not leave the ship without a resolution. We went to the cabin service director ""who knew all about us"" we asked why he failed to help. We were refused an alternative cabin. Many many things were so wrong though we did meet some lovely passengers. All the last night all affected passengers mostly American were called and given compensation. They were told not to discuss their offer with us!! Our offer was pitiful and £60 off another cruise. We would never use them again. We refused in writing and were told that we would be contacted at home. We weren't. This ship is more than ready for a refurbishment the staff moral was so low. We checked reviews in our return and found this problem was apparent in January! We gave photos of the ground in age old filth in our bathroom and were still treated so badly. The formula was how much you paid the level of cabin and nothing about the level of distress. We found that some nationalities seemed to get better service than two Brits. We took action against the cruise line and won. We have used several cruise lines and this is the only one that we would advise our friends not to bother. C'mon refurbish this ship and make it 6* as it once was"
30,“Rio De Janerio-should be synonymous with 'No English' and not sex.”,"Rio-De-Jenario –The city where the largest party of the world is hosted every year as a carnival is famous for its views from Christ Redeemer and Sugar loaf was great. Once you are there it’s a great. But a weird system of booking which had to be done personally at the tourist office at Copa Cabanna and could not be done on the net led me to a lot of harassment.i loved the Coppa cabbana beach for the vastness of its beach area and broad roads outside the beaches. The lit up ‘Favelas’ [slums] that are concentrated in one area looked like a huge Christmas tree from Leblon and Ipebama beach in the evenings with . I was truly fascinated with this view.Vegetarian food [Especially around Centro region] where I stayed was a problem . I survived mostly on topiaccano, Churros and bread/and cheese and Indian snacks brought from home. Dying to have hot food, at one instance I had entered a cafeteria and asked for bread, chips and omelette as shown in the picture [ due to language problem] and got ham in my omelette!!!. Language is another problem as most people don’t speak and understand even the simple English words.They are not even interested in trying and ignore you if you try to ask anyone in English. This indifference really hurts you as a tourist. I was there at the time of Carnival where all the people of the world have gathered and most had the same story to share. I landed playing dumb charade but then felt like banging the head on the wall as it was too much of work and waste of time. Google translator or a dictionary is a MUST.. But I still have not understood why is Rio synonymous with sex?? I never saw bikini babes at beaches [ but black fat families] as advertised . Despite the poor woman to man ration , women are not easily available as believed. If one has enough time to spend there, time it would be fun to go to Samba schools and learn some steps."
50,"“Sailing around Sugar Loaf, Copa and Ipanema....should not be missed!”","We are the owners of Casa Cool Beans, a small B&B located in the Santa Teresa neighborhood of Rio de Janeiro. We have recommended Andrew to our guests and their experiences have been superb. Sailing around the waters of Rio is a unique and exciting experience which will enhance ANY travelers time in RIo. We HIGHLY recommend Andrew!!!-Lance & David"
20,“Marvelous city but watch out for debit and credit card fraud”,"I'm a frequent traveler to Rio de Janeiro and it is one of my absolute favorite places in the world. I've always been careful with my debit/credit cards and never had issues until now. Be VERY vigilant when using ATMs. I returned from a recent business trip two weeks ago and found out that someone made several withdrawals totaling nearly US$3,000 this weekend. I didn't even lose my card in the first place! How they exceeded the daily limit I don't know, and I suspect the thieves used false card readers and hidden cameras to capture my account information.Some tips:Use only ATMs inside established banks where there's lots of traffic and where they have guards posted outside the premises, or where you need to swipe your card to get in.Standalone ATMs, even those belonging to the large banks like HSBC, Bradesco, Itau and Banco do Brasil, etc., may be compromised. See tip #1 above. In hindsight, I suspect that some of the ATMs at the international airport in Rio de Janeiro may have been rigged. They're located on a quiet corner of the third floor with sparse foot traffic. Very easy for thieves to install skimming devices without anyone noticing.Cover your fingers as you type your PIN even when there's nobody behind you. There may be hidden cameras mounted in the premises and thieves can identify your pin from the video.Check your online statements often. Use credit rather than debit cards to withdraw cash.That said, Rio is still a fascinating place and I would go back there in a heartbeat. Just be extremely careful where money is involved."
50,“The best week of my life!”,"Spent an amazing week with my now fiancee (I proposed in Rio!) in my now favourite city in the world! I went to Rio with the same misconceptions most 'gringos' have about the place but found it to be an amazing city.I don't think I have ever packed so much in to one week in my life!The Copacabana beach was amazing - beautiful white sands, warm sun and cool water (it was winter in Brasil when we went) Dotted up and down the beach are various little snack bars where you can get everything from a beer to a full lunch while you relax watching the world go by.A visit to Sugarloaf Mountain is a must. The cable car (or Teleferico) is an amazing trip with incredible views of the city. That is nothing compared to the views from the top of the mountain...breathtaking. The price is a little steep but the view more than makes up for that.Christ the Redentor was amazing - the statue is far bigger than I imagined it to be. We took a bus from the Copacabana to the bottom of the statue and hired a local tour bus for a reasonable amount to take us up to the top. You stop halfway up at the heliport where you get a great view before carrying on up to the top of the mountain where the statue is. It was reasonably priced at approx 20 Reals per person.A visit to the Lapa district at night is well worth it too! A double aquaduct towers above the entrance to the street and looks amazing lit up at night. The area has a dazzling array of bars where you can get reasonably priced food and drink and listen to live Samba music all night! I would recommend some of the smaller bars - the atmosphere is amazing!I cannot recommend Rio highly enough... it was a friendly welcoming city and we saw no sigh of any crime or trouble in any of the places we went.!"
50,“One of my favorite cities”,"This is my second trip to Rio. The first one was 35 years ago.They were not speaking English and they still don’t. One of the famous cities in the world and service sector still do not speak any other language but Portuguese. Unbelievable!Apart from this it is a lovely city with night life, nice restaurants and beaches.Nothing much to see in down town (Cinelandia). You can take Metro to Cinelandia station. The metro station in Cobacapana is Sigueira Campos.Sugar Loaf (Pao d Acucar)( 44 reals per person) When you are in that area walk the lovely streets of URCA. Also, on the left of the bay where Sugar Loaf station is, there is a lovely paved trail Pista Claduio Cautinho. There is a lovely view and you can see Capuchin monkeys. Bus number from Copacabana is 511 and return 512.100 reals : 60 US dollars appx.Corcovado (Christ the Redeemer-Christo Redentor) If you want the take the tram the name of the name of station you have to give to the taxi driver is Rua Cosme Velho, otherwise he will take you up if you only say Corcovado (do not forget they do not speak .... Eng,Fr,D etc) The tram and the entrance ticket price is total 36 reals per person. If you take a taxi up to the hill the entrance fee is 25 Reals. You can ask taxi driver to wait for you for a discount of 20 or 25% of the total fee (I have done this)Taxi from Copacabana to Corcovado is 25 reales.( US$ 15)"
40,“Great Beaches”,I was amazed at the beaches in Rio. I was thinking they may be dirty and not pretty. Boy was I wrong. We read about all the crime there but we did not have any problems.
50,“So great I have moved to Rio!”,"Great city to visit. Most will tell you to visit during summer time, but city is simply too hot. The sun is shinning most of the year and you can have as much fun when hotels are not so expensive and city not so crowded. The best beach to stay is Ipanema, and I strongly suggest to - before choosing the spot to stay at the beach - to walk by the sand to see the different crowds that enjoy the beach. The best place is the area between lifeguard station 9 and 10 (or ""Posto"" as they reefer in portuguese). Some tips bellow:1- Find a hotel in the South Zone of the city (Ipanema or Copacabana);2- You MUST go to the Christ Statue, you can take a cab that will leave in the entrance of the park, from where you take an authorized mini van that will transport you to the base of the escalators that take you up to the base of the statue. If you opt to take the train up and down, it takes about 2 hours (40 mins waiting going up, 30 mins enjoying the view and about 40 mins to wait and come down);3- Sugar loaf is another must, there is a cable car to take you up and is quite safe for everyone;4- There is a company that offers Helicopter rides over Rio. DO IT! The cheapest option is a 10 minute flight and costs about USD 160. This is the best way to see Rio, and they have a Helipad on the top of Sugar Loaf;5- One of the largest slums in the world is in Rio, and is called ""Favela da Rocinha"", your hotel can arrange tours to visit it and you get to visit how 20% of the population of Rio lives. The tour is safe, and very interesting. There a lot of walking involved, so do not do it if you have any limitation. DO NOT go on a favela alone. Pay for the tour;6- If you are into sports, try hangliding and climbing in Rio. The city is all about these two sports (besides soccer);7- If you are in Rio outside the carnival period (Carnival is on Feb or March), there is a place called ""Cidade do Samba"" (city of samba) where the dancers give a show every week and is worth going;8- Nightlife happens in a place downtown called LAPA. One of the best places to go is called Rio Scenarium, which is an old warehouse that become a club;9- Go to a ""Churrascaria"" I recommend Porcao Rios, the best barbecue place in town;10- For afternight cool locals go to a pizza place called ""Pizzaria Guanabara"" for the last beer and a slice of pizza before calling the night. The place is awesome, all different kinds of people having fun.Rio is a place for all ages, most places you go will notice a mix of older and younger people, all getting along. This is one of the best qualities of people in Rio, they all get along!"
50,“The Marvelous City Indeed”,"The feeling of being in Rio de Janeiro is indescribable. Sure, before any criticism arises, there are its faults as there are in any city. The violence and the favelas are not the most pleasant of all sights, but the city is gorgeous, no matter from where you see it. When I say Rio, I am speaking about the “Zona Sul” (which is actually the smallest area of Rio), however the most famous. It is this zone which is home to some of the most famous beaches in the world: Copacabana and Ipanema. There is nothing like waking up in the morning to the spectacular view of the ocean, and going for a run up and down the Ipanema/Leblon beach. The city is super sport driven, with bike tracks all over town, a huge lagoon for watersports, and of course the beach with volleyball, football (soccer), and surf! This healthy culture, promotes juice stores on every corner of town and fabulous trends and outfits sported by the most beautiful people. Don’t get me wrong though, cariocas love there “chopp” (draft beer) and “boling de bacalhau” which are not all that healthy. Plus, the people of Rio (The Cariocas) are super friendly and fun, and not to mention beautiful. As you probably can tell, I love Rio, its defiantly a must go!"
40,“Trip to Brazil - Different than I thought”,"At the end of March and beginning of April my 20 year old daughter and I went on holiday to Brazil. We spent 5 days in Rio, 3 days in Iguazu Falls and 4 days in Salvador.First of all I want to say that before we went everyone was scaring us to death by telling us how dangerous Brazil is. I want to dispell this myth and say that we felt completely comfortable, even walking around at night. Of course we were in nice or touristy areas, but use your common sense and you'll be fine. I was also very pleasantly surprised at how clean Rio was, especially the beach area and the public bathrooms. Thumbs up to the work crews.I was disappointed because we went after Carnival and the lack of music or street entertainment was not something I had anticipated. The locals said everyone was tired after Carnival. I guess I expected it to be more like Cuba or the Dominican Republic where apparently the bands don't get tired; even after thier carnivals.I was also surpried at how expensive Brazil is. I had always heard it was relatively inexpensive, but it turned out to be one of the most expensive vacations I have ever taken and I have been all over the world and never stay in less than a 4 star resort.I also couldn't beleive that the people there really don't speak english for the most part or even spanish. I had a real struggle with the few portugese words I knew.Highlights included Hotel Das Cataratas in Iguazu. A luxurious oasis with a view of the falls. We especially liked the nature park on the Arentinian side.Loved Rascals Restaurant in Shopping Leblon. Great salad bar and pizza. Loved Restaurante Yemanja in Salvador - very authentic, local food. Lots of decent sushi places in Rio such as Manekineiko and Sushi Leblon, but very expensive.Loved our lunch at Copacabana Palace Hotel Restaurant - a piece of history but also pricey. Did not like the Sheraton Rio Hotel. It was too big and too American and very far away from al the action. Would recommend staying either on Copacabana or Ipanema beach.Could go on and on, but basically, I wasn't impressed with the beaches. The water was very rough. I much prefer Cuba or Dominican Republic or the carribean side of Mexico. The people were very nice all over, but not enough to make me want to run back there. It was also very humid."
