40,“Amazing castle!”,"From the outside the castle looked like a big building, but once we entered the castle gate, a whole town appeared. The castle is very good maintained and the view from the walls looks amazing! However, I'll definitely recommend to take a tour guide during your visit, since it'll give you a better understanding of the history of the castle and it'll make your money more worth it!"
40,“Walk through Edimburg”,"the castle and its surroundings, the old town, are pleasant walk destinations. Edimburg is a city that invites you to walk if we are not afraid of the cold and wind"
50,“Lovely People and wonderful City and safe lots of history”,Just nothing bad at all about Scotland and the city. lots of history good food great nice locals all citys and a special place to visit.
40,“Good experience in a different country”,People is very nice the city has a lot of history. The buildings are completely different from what I ever saw. The experience at the pubs was also interesting. I learnt that foreign people get their acquaintaces there.
40,“Beautiful city”,Buildings are really old but amazing. People were very friendly Was very easy to get around..City tours were excellent value for money The couriers were well informed and did a great job We bought tour tickets which was valid for 48 hours It was really worth the money
50,“you must visit this city”,"we visited Edinburgh on our own, by car and walking : by chance no traffic jam, but nice weather, very sympathic peopel and helpful; lot of places are very nice ,I recommend to climb on the hill , from there you have a view on the city, and on Queen Elisabeth's castle; the heart of the old city is very nice ; we had the chance to park our car in the middle of the city , close to the castle , in front of the famuus scottish pubs, we went to the royal mile, where the food and beer are more than good !!! to recommend, after 9 pm there is live music"
50,“Perhaps the best (Italian) Deli North of London”,"An Edinburgh institution, the V&C empire keeps growing (website, food halls in the major Princes Street Department Stores and a family finger in a number of City Restaurants). The original store in Leith Row keeps going but has become a ""Destination"" as much as a ""superb"" Italian Deli Store. There is now the CafeBar at the back - and very good it is too. The wine shop has a wide selection of Italian (and a few other) wines and regularly won awards. They sell wonderful breads and olive oils (available to taste). There is still a wide selection of Italian delicacies BUT shelf space that was previously given over to speciality foods is now given over to souvenir mugs, shopping bags etc., good selection of local and Italian cheeses and meats. Good (but less good than used to be the case) selection of bottled, canned and dried italian specialities. Fresh veg, but less interesting than it used to be. It is still worth a major detour but sliding down the slope towards Waitrose, rather than trying to be the very best Italian Deli in the UK,"
10,“Parking in Edinborough”,"Beautiful place to visit, BUT, they are putting in tram lines, which have become alot more expensive than first quoted, and appear to be revenue raising by booking every-one multiple times, for the first time in my life, after driving for over 30 years I managed to get 3 parking offenses in 16 hours, 1- placed paid for parking ticket on dash in wrong place, 2nd got towed, after being told by reception that it was ok to park on street between 6.30pm and 8.30 am, was towed at 8.01am, cost 180 pounds and about 2 hours in time plus 20 pounds for taxi, 3rd ticket had parked in private street parking for 5 minutes, sign approx 10 meters away to inform you of private parking. Edinburgh/Scotland, great place BUT as a tourist BEWARE, parking inspectors average about 3 per street"
20,“Edinburgh was a good place to visit now it seems very jaded.”,"I have visited Edinburgh several times over the years and each time my girl friend and I stay there we have always been happy with the people and to explore the history behind this great city. However, our last visit earlier this year (2011) was more than just a disappointment, we were shocked. Tramps/beggars lying on the pavement at almost every bridge and block, particularly Princes Street. Every large store or shop seems to have an adopted tramp sitting near to the entrance. They are usually accompanied by the inevitable large dog, who when not holding out the begging bowl are fast asleep, including the dog. Every city has it's beggars but this is out of hand and appears out of control. No sign of social services or police moving them on. It has also been spolied in my view by what appears to be an invasion of gays, particularly of a night to the hostelries in and around the Grassmarket are. Not knowing this had become the case we visited a pub for a couple of drinks one evening and we felt distinctly out of place and uncomfortable. We drank up and left. Now while we are of the old school and what goes on behind closed doors in private is none of our business but when their gay behaviour is publicly flaunted then we were shocked, angered and very disappointed.Peoples' sexual orientation is their affair but it almost seems that it is a prerequisite to be homosexual when out and about in parts of our cities now. I will let you decide for yourselves. We are not prudes, we just know it will be some time before we visit Edinburgh again and no doubt it will be the same for many others too."
50,“What aCity”,"Me & my new hubby spent a weekend here recently on our honeymoon. The architecture is outstanding. Everywhere you look there are statues and wonderful buildings. The Film festival looked good though it was a bit cold & wet so we didnt sit out in the park. We enjoyed the Hard Rock Cafe, though the Black Rose Tavern was more our kind of pub. The castle is an absolute treasure full of interesting history & memorabilia. My hubby (driven for 23yrs) hates driving around the city centre though as there is a vast lack of signage - afew choice swear words were uttered in frustration! When we return we will invest in a B&B in the centre as Cameron Toll Travel Inn was too far out of the centre & very basic (especially when you've stayed in a boathouse by a loch the week before!)"
