50,“Great place”,"Very beautiful city (especially at night) though quite hot, we were walking around in 40 degree heat. Not a particular problem ... just walk slowly. Very easy to get lost (and shade) in streets as it's like a maze. We grabbed a free map and it felt very safe wandering. Well worth checking out for two or three days."
40,“Fantastic city! A must visit...”,Not much to dislike other than time passing too quickly and not being able to take in everything in the time we were there. To be able to park centrally for free and see most of what you want by foot is a real bonus too...
40,“Day trip to Seville Spain”,This was a long long trip but well worth it what a beautiful place it is. We went shopping but passed through tower of Gold Maria Louisa park and had a stop at the plazza of Spain if you wanted to you could visit the Jewish quarter of Santa Cruz. shops were good too but as usual watch what u buy I went into the Super dry store and came out with nothing as it looked like cheap rubbish It cost us only 20 euros each and that was booked through the ticket shop The other booking office is the Algarve experience in the old town but not recommended as they are really expensive Taking a trip book through the ticket shop Will save you loads of money and they have specials on as well This trip too long for children though
50,“Beautiful Seville”,Seville is a lovely city with many beautiful buildings. The cathedral is right in the middle of a shopping street and stands very majestic. The palace is nearby. It is a lovely city to wander around with many architectural wonders. There are also plenty of eating places and shops. A trip down the river gives another perspective. Well worth a visit.
40,“Allow more than one day”,"Seville is a great place with lots of hidden cafes and attractionsPublic transport is easy to use and plenty on offer, you must use a city map which makes things easier and don't be tempted for free offers as there is no such thing everything costs in this cityHave been to other locations in Spain and with 7 million people who live in this city its not the cleanest so be prepared to see some rubbish in the streetsThere seems to be a large police presence so we did feel safe"
50,“Wonderful city”,"Sevilla is charming, interesting and a great place to visit. Be prepared to get lost on its winding streets. We spent 4 days here and thought it a good amount of time. We would happily return; there is much to see and do in Sevilla. Cross the bridge to Triana; the feel is much different. On Sundays, artists sell their work along the river - not a huge number of artists, but a very enjoyable way to see the river and interact with local people. A carriage ride is worthwhile, as is a visit to a tapas bar. Plaza de Espana is incredible, as is the Alcazar. Eat chirros and drink cocoa!"
40,“Great City”,"We spent 3 days in Seville and you can see most attractions and get a taste for the place in that time. A very vibrant cit and lovely to see the Spanish families out together on a weekend. Saw of couple of stag and hen parties but nothing like those in England where everyone is falling over drunk, these were just having fun. The tapas bars were the best we've ever experienced. I'd give the cathedral a miss but did enjoy the Museum of Fine Arts and a very strange look around the Casa Palacio de la Condesa de Lebrija. This palace house a very varied collection of antiquities built up over her life time. Roman mosaic floors, delft plates even hung on the ceilings and anything else shew could buy between 1901 and 1913."
50,“At human measure”,"Very nice and pretty city you must see. Actually Seville has a very important historical role into Spanish (and Europe) mile stones. It’s one of that city you can visit by walk because lot of attractions are concentrated in the city center. There’s one of the most important university in Europe, so there’s a lot of people around. Very good for relaxing visiting and party as well: lot of bars and restaurants. Be back for sure."
50,“Best city in Spain I've seen”,"Sevilla has it all; architecture, culture, flamenco, parks, bars, beautiful weather, tapas, etc, etc. I have seen all major cities in Spain and Sevilla beats all of them....easily. Take 3-4 days at least, but you can also stay 1 week. No problem."
50,“Majestic Charm”,"I was in Seville 2 days ago and I can never get tired of seeing the city and all the splendor in it. Getting to Seville via train from Malaga was a trip in itself. The 2hrs 30 min train ride was actually not all that bad. You get off in Seville Santa Justa and you need to take the C1 bus to get into the city center. You can catch the bus from the main road right in front of the train station. (When you come outside the station, there is a taxi stand. Walk right pass that and you will see a bus stop across the lot. The C2 bus is on the same side of the street as the station while you need to cross the street to catch the C1 bus) The C1 bus gets you into the city faster. The C2 bus gets you to the train station faster. There is an Infomation booth for tourist inside the train station and you can pick up a MAP from there. There is a Hop on Hop off bus you can buy tickets from over there as well. You buy the bus ticket on the bus when you get on. Know in advance where you need to get off and with a MAP in hand, you can find your way to your hotel. The Cathedral, Giralda tower, Alcazar castel, Torre del Oro, Macarena Walls and Church, Pillar of Hercules etc... its ALL good. Enjoy the small side street and the Arab influence in this majestic city of Seville."
50,“Great place”,"Very beautiful city (especially at night) though quite hot, we were walking around in 40 degree heat. Not a particular problem ... just walk slowly. Very easy to get lost (and shade) in streets as it's like a maze. We grabbed a free map and it felt very safe wandering. Well worth checking out for two or three days."
40,“Fantastic city! A must visit...”,Not much to dislike other than time passing too quickly and not being able to take in everything in the time we were there. To be able to park centrally for free and see most of what you want by foot is a real bonus too...
