50,CoronaTherapy,,,https://www.tripadvisor.com/Profile/Kvne11
40,Lots of shopping,,,https://www.tripadvisor.com/Profile/itsjustamovie
50,Loved this street,,,https://www.tripadvisor.com/Profile/761valm
50,Great outdoor fun,,,https://www.tripadvisor.com/Profile/RJK3000
40,Third Street Promenade,,,https://www.tripadvisor.com/Profile/pkh_travels
50,Very relaxing & nice shopping walk,,,https://www.tripadvisor.com/Profile/AmrAbdallah
20,Just 2 streets of shops,,,https://www.tripadvisor.com/Profile/dyhx
50,Shops and Restaurants galore,,,https://www.tripadvisor.com/Profile/notions
50,Great walk,,,https://www.tripadvisor.com/Profile/WilsonLin
40,Walkabout,,,https://www.tripadvisor.com/Profile/ortoftasakc
50,Just about everything at one place,,,https://www.tripadvisor.com/Profile/peseva
40,sweet diversion,,,https://www.tripadvisor.com/Profile/kmalibu
40,Still good,,,https://www.tripadvisor.com/Profile/MikeMc666
50,Third Street Promenade,,,https://www.tripadvisor.com/Profile/vikingsinla
50,"Color, Fashion & Brands",,,https://www.tripadvisor.com/Profile/fasieh
50,All you need for a shopping day,,,https://www.tripadvisor.com/Profile/caseybarnes
50,very nice evening walk,,,https://www.tripadvisor.com/Profile/goldsmanh
30,Shopping Area,,,https://www.tripadvisor.com/Profile/Mark42139
50,Great great great shopping,,,https://www.tripadvisor.com/Profile/Jkalss
30,Just more shops!,,,https://www.tripadvisor.com/Profile/582vickic
40,"Great shops, restaurants and best T Mobile",,,https://www.tripadvisor.com/Profile/808StephB-NZ
40,Lovely Outdoor Mall - Something for Everyone,,,https://www.tripadvisor.com/Profile/GeorgiaSZ
50,Love Santa Monica,,,https://www.tripadvisor.com/Profile/jasonsD3566QR
50,Loved this street,,,https://www.tripadvisor.com/Profile/keithg547
30,Adventurebuddies42 goes to 3rd street promenade,,,https://www.tripadvisor.com/Profile/theadventurebuddies
30,"Nothing great, lots of high-end shops",,,https://www.tripadvisor.com/Profile/Judy3666
30,Something for everyone...,,,https://www.tripadvisor.com/Profile/jeanieh85
50,Road trip,,,https://www.tripadvisor.com/Profile/kelly12n
50,Great shopping and entertainment precinct,,,https://www.tripadvisor.com/Profile/Rodstarontour
50,"Walk, shop & eat!",,,https://www.tripadvisor.com/Profile/JenanJamal
40,Outdoor mall at its best,,,https://www.tripadvisor.com/Profile/carsonjfbruno
50,"Full of action, fun to hang out!",,,https://www.tripadvisor.com/Profile/Gonen2014
50,Great day out shopping,,,https://www.tripadvisor.com/Profile/WD23TRAVELLER
50,"Great for shopping, walking around, and eating",,,https://www.tripadvisor.com/Profile/935ronaldm
40,Great place to walk around,,,https://www.tripadvisor.com/Profile/ferwalkaboutQ
40,Vibrant street acts,,,https://www.tripadvisor.com/Profile/DavidBosomworth
50,Great shops,,,https://www.tripadvisor.com/Profile/LeslieP69
50,Where the action is!,,,https://www.tripadvisor.com/Profile/rcampbell46
40,Nice shopping area,,,https://www.tripadvisor.com/Profile/karimmaarouf
40,Mix of Shopping Experiences,,,https://www.tripadvisor.com/Profile/PlatinumHoney
10,Homelessness,,,https://www.tripadvisor.com/Profile/misanu33
50,Lovely surprise,,,https://www.tripadvisor.com/Profile/travelgal1994
30,Friday stroll,,,https://www.tripadvisor.com/Profile/albala
50,Great Area -Not Enough Time,,,https://www.tripadvisor.com/Profile/zapprint
40,Nice pedestrian area,,,https://www.tripadvisor.com/Profile/BeachStone2C
50,Beautiful,,,https://www.tripadvisor.com/Profile/Foxtrot90
50,Almost an open air mall.,,,https://www.tripadvisor.com/Profile/Hilberaldi
50,Love this place,,,https://www.tripadvisor.com/Profile/dton93
50,Bev & Colin trip,,,https://www.tripadvisor.com/Profile/Colinnor
40,Shopping at its finest,,,https://www.tripadvisor.com/Profile/rickcardo
40,Shopping,,,https://www.tripadvisor.com/Profile/OSheaTraveller
50,A great shopping street in LA,,,https://www.tripadvisor.com/Profile/vasilei0sf
40,Wednesday is Farmer's Market!,,,https://www.tripadvisor.com/Profile/Deborah_SKK
50,Lovely Shopping Area,,,https://www.tripadvisor.com/Profile/Cac1234
40,Very modern,,,https://www.tripadvisor.com/Profile/harvchan
50,This place has everything!,,,https://www.tripadvisor.com/Profile/Adammtrips
40,Nice area,,,https://www.tripadvisor.com/Profile/GO50
50,What a beautiful shopping experience!,,,https://www.tripadvisor.com/Profile/Buttacup_k
50,Nice place,,,https://www.tripadvisor.com/Profile/travisd874
40,Annually Visit,,,https://www.tripadvisor.com/Profile/297PaulaL
10,Homeless - don't go.,,,https://www.tripadvisor.com/Profile/Musiccenterr
30,Walking pedestrian street,,,https://www.tripadvisor.com/Profile/westcoast778
40,Basically an outdoor mall.,,,https://www.tripadvisor.com/Profile/feedthetraveller
30,Crowds,,,https://www.tripadvisor.com/Profile/Mmmaca
50,"Great, FREE Fun",,,https://www.tripadvisor.com/Profile/valtraveler10
50,Best place to shop in Santa Monica,,,https://www.tripadvisor.com/Profile/Praecox
40,Very nice street,,,https://www.tripadvisor.com/Profile/alejandroz292
20,Pretty but also pretty gross,,,https://www.tripadvisor.com/Profile/jaymied2017
50,Great place,,,https://www.tripadvisor.com/Profile/rosenbergeso
40,Great walking street,,,https://www.tripadvisor.com/Profile/TravelDreamXOXO
50,Shopping and walk,,,https://www.tripadvisor.com/Profile/X6318DMmariaa
50,🤟🏼✅✅,,,https://www.tripadvisor.com/Profile/EmiratiVacationer
40,Good place to visit,,,https://www.tripadvisor.com/Profile/markd231
40,Great shopping,,,https://www.tripadvisor.com/Profile/ddikelly
40,Great place but not as live as before!,,,https://www.tripadvisor.com/Profile/K1234NXammara
30,Nothing special.,,,https://www.tripadvisor.com/Profile/Q6842WCjuliec
50,Lovely Ambience!,,,https://www.tripadvisor.com/Profile/ShoaibShawoo
50,"Stumbled upon by accident, lovely place",,,https://www.tripadvisor.com/Profile/HattyS
50,Excellent Spot to walk around,,,https://www.tripadvisor.com/Profile/JuniorBakshi
40,Enjoyed,,,https://www.tripadvisor.com/Profile/365tracyn
50,"Cool, calm... and such an improvement on Hollywood!",,,https://www.tripadvisor.com/Profile/se_no744
40,A Pleasant Stroll between Chain Stores,,,https://www.tripadvisor.com/Profile/dunadan
50,Great for wandering,,,https://www.tripadvisor.com/Profile/simmonsadventures
50,Enjoyable evening walk on 3rd Street Promenade,,,https://www.tripadvisor.com/Profile/KodoDrummer
50,What an upscale Promenade would look like in California.,,,https://www.tripadvisor.com/Profile/acK4559SP
50,Fun!!,,,https://www.tripadvisor.com/Profile/amyhass
50,The Place to Shop!!!,,,https://www.tripadvisor.com/Profile/SparBoys
50,Nice,,,https://www.tripadvisor.com/Profile/QATAR2007
40,Basically an outdoor mall,,,https://www.tripadvisor.com/Profile/adventuresahead
40,Enjoyable walk on the upscale pedestrian promenade,,,https://www.tripadvisor.com/Profile/InnaYYZ
50,My kids loved it,,,https://www.tripadvisor.com/Profile/joelN3186WV
50,Shop in style @ the Promenade Santa Monica,,,https://www.tripadvisor.com/Profile/Samehelsheikh
30,Stores & Restaurants,,,https://www.tripadvisor.com/Profile/imjuditha
20,Ordinary,,,https://www.tripadvisor.com/Profile/sohoboken
50,Fun street!,,,https://www.tripadvisor.com/Profile/DunnTrips12
40,Fun and Lively,,,https://www.tripadvisor.com/Profile/815WilliamS815
50,3 in 1,,,https://www.tripadvisor.com/Profile/mariana48
