40,“An interesting experience”,"I was based in Reykjavik and saw mostly around that area and the south east. I was impressed by the waterfalls especially, although the other sites such as the Volcanic craters, the Rift Valley where the Tectonic plates meet and Geysers with the hot spring were equally fascinating. There were so many interesting places to visit that I didn't have time to see them all, but there's always next time."
50,“Natural beauty surrounds you”,"The Iceland I saw which was Reykjavik and south east was amazing!! waterfalls, glaciers, ice bergs, mars like terrain, mountains and more. I would love to go back and see more"
40,“Between North America and Europe.”,"Reykjavik is a small city. As in the USA and Canada many people go to work by car and live in the suburbs. Still there is good public transportation and the center feels European. A big advantage of being small is that nature is never far away. Hike to mount Esja 911m (a city bus stops at the foot of the mountain) from where you have a marvelous view on the city and the bay area. On the down side: Iceland is very expensive, especially in July and August."
40,“Walking in the centre”,"the town is very small but it is very charming and full of big and cozy cafes where you can race breakfast or snack for lunch. excellent soups of the day, with meat or fish. Welcoming the local in the old port, side museum of the sea, fabulous fish and chips. Worth visiting the auditorium, the architecturally avant-garde. If you want you can take a hike to see the whales. Enjoy a soak in the warm waters of the Blue Lagoon, in any season and in any weather."
50,“amazing island”,"Scenery just fantastic Interesting history Stupendous waterfalls, volcanic craters and ice glaciers. Like nowhere else!"
50,“Go to Iceland it is fantastic. Been twice and we will be back.”,The Radisson Blu is a fantastic Hotel. The roads in Iceland are good quiet and very easy to drive on so hire a car everything is cheaper. You can do the golden triangle for the price of a gallon of petrol plus your entry fee to the Blue lagoon but you can stay there as long as you want. Get out of Reykjavik and eat in the boon docks. The food is fantastic and cheap and the little cafes are amazing. They speak little English but it does not matter as they just want tp please you.Go it alone you see some amazing places like a 6 kilometre tunnel.
40,“Dress for the cold”,"If walking around old town Reykjavik, dress for warmth. The wind is biting and it can get very cold, even in summer.The nightlife downtown usually starts around 11 p.m., we were told; we arrived in the area about 10 p.m . hoping for dinner. All the restaurants were either closed, or kitchen service ended. So eat before 9 p.m.Visit the Leif Eriiksson statue and Reykjavik Cathedral for photos... this is also a great place to park if you are driving, within easy downhill walk to the centre, and parking is free."
30,“Better see aurora for yourself”,Go to Iceland in winter if you want to see real aurora!You can see clearly even from city centre. Don't listen for those tourist traps (aurora trips and so on...). I've seen enormous aurora near Aurora Reykiavik (after visiting Vikin Museum).If you go in winter better check aurora predictions and don't waste money (it's expensive!) on some few minute long movie. Same movies (and timelapses) you can see in HD on Youtube or Vimeo. Eventually you can buy nice postcard here.
50,“fun stop”,good information and little gifts. really good desserts and coffee. We enjoyed the atmosphere and the staff are friendly. Picked up some brochures but im sure they give good advice if you ask
40,“friendly”,"Loved the people, the scenery and the Christmas atmosphere,There were one or two burger restaurants which weren't for us, but popular with families.Pleanty of lovely little restaurants.didnt try minky whale or puffin, stuck to the basics."
50,“Nicest people ever!”,"The country is different to anywhere I have ever been before, the people are genuinely the nicest people I've ever come across, it's clean and welcoming with the most fantastic natural features."
50,“Amazing place .. whatever the weather”,"Do not miss an opportunity to visit Iceland. Reykjavik centre is picturesque with an unbelievable harbour setting. Beautiful sunsets in October although quite cold and windy ... need to dress for Iceland! Golden circle is a fabulous day out ... drive yourself and enjoy some truly wonderful scenic experiences with high points like Gullfoss and Pingvellir. Even a short drive from the capital along route 42 there is an amazing lake at Kleifarvatn with black sandy shores and a little further south, Seltun offers a great bubbling mud and thermal walk.Drive to Skogafoss and visit the remarkable folk museum. Walk up beside the waterfall there and at the nearby Seljalandsfoss you can walk behind the waterfall ... a wonderful day in an amazing country."
50,“a unique nature country”,"A unique country, full of colors waterfalls rivers hot waters ice snow fjords..... A crazy weather..... but with open-minded and happy people.... Visit Iceland its a unique trip ....."
50,“Happy”,"Had 4 days away for my wife's 50th birthday and our Wedding Anniversary, Iceland was everything we thought it would be and more, a very magical place :)"
50,“diverse country”,"Iceland is a very diverse country with very different things too see including waterfalls geysirs,lava flows,black sand.volcanoes,glaciers etc.The people are very friendly and polite."
40,“Old town is beautiful”,"Quaint buildings, narrow streets, great coffee, wonderful skies and vistas of the harbour. Interesting Cathedral and best Danish pastries ever."
50,"“Self-walking tour in Reykjavik, Iceland”","Reykjavik is the capital city of Iceland. This summit city is claimed to be ""pollution free"" and financially rely on the fishing industry as one third of world's cod liver oil is manufacture here. This city is quite small and easy to tour around with a map (if you need one). The Sun Voyager Sculpture is the beautiful landmark along the seashore as a starting point and if you are lucky enough to come here at the time of sunset, then you will have a wonderful effect on your photo ""sculpture with pink-background"". Then you can stroll towards the new Harpa Concert Hall and pay a visit inside prior to walking to the commercial area with lots of food premises and nice structures including the City Hall near the Pond. After refilling yourself with seafood snacks,particularly lobsters, then proceed to the landmark of Hallgrimskirkja Lutheran Church (244 ft high) and the nearby streets with eye-catching colours wooden buildings for photo-taking. If you can spare half a day in the morning to join a ""whale watching"" sea trip from the Skarfabakki dock area, I guarantee you capable to take photos on puffins, dolphins and whales (humpback and minke) during the months from April to October each year but with a longer-ranged lense."
50,“Outstanding Iceland”,"Stayed in Reykjavik earlier this year and still find myself thinking of the trip and the primordial contact it offers for land and sky. Yep it is eye wateringly expensive but Wow air do good value flights from the Uk now which meant extortionate air fares were no longer a reason to stay away for me and thousands of others. The sites on the Golden Circle can get crowded but it is a must as you will see magnificent waterfalls, a geysir and a remarkable land formation that reflects tectonic activity. The land and sky are awesome from steam vents to magical and ephemeral (brutal occasionally) weather. I went on the monster truck experience as I was blown away by the places and wanted to get up close and personal to nature in the raw (albeit with a guide and on a tour). Truly awesome. The attempts to see the northern lights for a week were frustrating but if you go to Reykjavik harbour on a good night you might see them over the water as we did, People there can't help being eccentric and out there just like the place ....they can appear stand offish on casual aquaintance but if you stand in the High Street looking at a map I guarantee that someone will come and help you out while e.g giving you the reasons why chickens and horses are uniquely clean and bred there. A unique place that is unforgetable and will keep calling you back as soon as your bank balance recovers. Go and experience."
50,“11 hour layover”,"Greetings to all. I recently had an 11 hour layover in Iceland. From advise here I decided to take the flybus into Reykjavik and visit as many bars as possible (while still maintaining a measure of composure of course). The allnighter was a blast! Bar 11, Celtic cross, (which really wasn't very Celtic @ the time), a few others and finished off @ kiki queer bar. Some dancing with the young folk, almost everyone spoke English, very fun indeed! Twilight was as dark as it got and actually light by 3 am. sunrise @ 4;15 and pizza @ 5. Returned to the airport around 6:30, about to go thru security and do some shopping for my daughters, when I discovered my passport was missing!Panic set in, went to fi info was routed to customs police who were extremely helpful. The cab company also put out the word. My fear wasn't that it was stolen but I simply lost it. The plan was they were going to contact the us embassy, verify my identity and permit me to leave on a later flight. While lamenting my egregious gaff I was informed they found my passport!!!! I was so relieved and so very pleased.I am indeed very fortunate. I cant thank the Reykjavik police and customs enough for their diligence and kindness. ( I was told this happens often) as well Iceland air for not charging me the change flight. Everyone I encountered was considerate and professional. I highly recommend a trip to Iceland, whether overnight or over the week.Oh and do hang on to your passport. Thanks for reading."
20,“DULL UNIMPOSING CITY”,"Reykjavik has to be the most uninteresting capital city I have ever visited, it was lifeless dirty and everything seemed grey"
50,“4 days total was just enough to see Reykjavik area.”,"Always out by 0830. This was enough to see the south west corner which unless you are into hiking or other activities covers it for most. North of island roads closed anyway.Blue Lagoon tour, expensive (But has to be done) at 36 Euros entrance plus coach travel.Bring own towel or hire.Golden Circle Tour. We did the smaller 6 hour one which lasted 10 hours! Gained a real flavour of the area, geysers, waterfalls and much more.Northern Lights tours x2 ( Don't be disappointed if you don't see them. Lights not as co-operative as one might expect. You get a free 2nd trip the next night if unlucky and you book at your hotel as soon as you get back).Walk around the city. Catherdal Tower a fantastic view. Opera house inside worth a visit. Lots of interesting shops.In March needed all our layers and face coverings when the wind picked up and for Northern Light Tour. 25mph wind speed trebles the temperature downwards. Wine very expensive. Beer sensible ish. Eating out not the cheapest but always good quality so ask the friendly locals for advice. Stuffed puffin can be on the menu !"
50,“Public buses”,"We bought a day bus pass and travelled to many venues throughout the city, for 900 isk each, (about £5). Great value, for a full 24hrs. The buses are fast, run about every15 mins., to everywhere! A super system of 'hubs', allows bus routes to connect with each other across the city. Get a map and timetable from your hotel, it's good fun, too."
40,“Walk-about”,"We put on our coats and wander the ups and down in and outs of Reykjavik,the walking was so relaxing my wife and I felt so at ease.Day or night enjoyable and free."
50,“Hire a 4x4 in winter”,"So pleased that we hired a 4x4 and ventured out on our own steam as we love being out in the countryside and seeing the raw, real, beautifully breathtaking Iceland and all it has to offer. we drove 100 miles north up to Grundarfjörður to see the orca whales AND we were not disappointed. They were truly magnificent, to see them in their natural habitat was an honour we will never forget. The weather changes as do the road conditions when you go up over the mountain roads and if we had not had the 4 wheel drive car we would have got stuck or been worried about getting stuck. we hired a car from Icerental 4x4 and it was very reasonable at £55 per day, the reason they are a lot cheaper then other companies is because they are a new company setting up and are trying to grow the business. the car was in good nick and had winter tyres and road studs on. They were very helpful and very nice. the car was dropped off at the hotel and collected from the hotel."
50,“Absolutely wonderful experience with Iceland Unlimited tour company!”,"I just returned from a 9 day self guided trip around the Snaeffellsnes peninsula and Southern Iceland with my two sisters. After floundering around on planning -and I am no neophyte traveller- I decided to get help and luckily found this fantastic company. they responded immediately to my inquiries and quickly developed an itinerary to meet our time and energy requirements. They booked the hotels and car, and all we had to do was show up at the airport. i have to say it was one of the best vacations ever since the woman with whom we worked planned for every contingency. Christina was prompt to respond, friendly and full of helpful ideas to make our trip stress free. I can't say enough about this company, and would highly recommend them to anyone considering a trip to this beautiful country. The activities she suggested made the trip even more fun...the glacier walk was a new experience, as was the zodiac boat trip among the icebergs and even the whale watching...I haven't had this much fun in years."
50,“Perfect in every way”,"We'd done the typical European City breaks so wanted something different for our honeymoon, so Reykjavik it was.We were there mid-summer so the sun never sets, which takes a bit of getting used to, although it does add to the extremely safe night-time atmosphere.What a wonderful city; we stayed in Castle House luxury apartments on the town pond (the name made us laugh as its a beautiful lake surrounded by colourful houses!) which is no more than 5 minutes gentle stroll from Reykjavik centre. For the less mobile, half of the city centre is set on pretty hilly roads although there are great coffee shops for regular stops.Shopping and eating out are special; restaurants have a reputation for being expensive, but there is a very good reason for that - they are extremely good with beautiful freshly cooked food and excellent service. You wont find mass produced pub food here, you will find some truly excellent restaurants and bistros; we payed, typically about £75 for a 3 course dinner for 2 with a bottle of wine; you would pay at least that in the UK for comparable quality and probably worse service. Seafood (especially cod, salmon and Lobster) are specialities as is lamb, which was exquisiteTrips around the island are a must if you have the time with the Golden Circle a must. We had heard reports that the Blue Lagoon was a bit touristy but found it not to be the case at all; what was there was an incredible mineral rich geo-thermal pool, surrounded by excellent spa facilities. Loved it.Whale watching was a good half day out if seeing Minke whales and rare dolphins is your thing.Despite being mid-summer day temperatures are 10 - 14c although we only felt cold when out at sea when it really was layers, waterproofs and woolly hats.A mention for the Icelandic people who have a laid back efficiency about them which was a delight to see. Service was good and often accompanied by a lovely dry sense of humour.We got to chat with a local in a bistro on our first evening; he said his goodbyes only to return, almost apologetically, 10 minutes later with a wedding gift of a book of photographs of Iceland for us - wished us well and off he went. Where else would you get that???Loved every minute there and cant wait to see the rest of the island when we get chance to go back."
50,"“Magnificent, awesome city and country!”","We spent 7 days in Reykjavik from June 7 to June 13. After reading reviews on TA we decided to book tours instead of renting a car. We tentatively planned four tours with thoughts of renting a car or flying to Akureyri if we got bored in Reykjavik. That never happened!First, thanks to Gummi of GTI tours, our trip was wonderful. I will post another review of GTI. This review is about Reykjavik.We are a mature couple who enjoy walking and experiencing activities of the people that live in the country we are visiting.We did not go to any museums. We walked alot even though the wind sometimes made it quite challenging. In addition to the main shopping street we walked along Tjornin Pond, a beautiful area. We walked from town to the southern coast., along the water to Nautholsvik Geothermal Beach. This was a long walk. A city bus is available. The beach is small, quiet, a lovely Icelandic experience. After enjoying the warm pool, we took the bus back to town. We noticed along the way that we had walked most of the area and felt wonderful that we saw so much of Reykjavik. In town, we ate at Cafe Paris and sat behind the restaurant near the square (park). Tourists, Icelanders, adults and children eating,playing and loving the extended daylight in the park.Another day in Reykjavik we walked/bus to Laugardalur Park. We relaxed in the swimming pool, a warm pool,different than the Geothermal Beach. Not many, if any tourists there either. After a couple of hours, we walked 30/40 minutes to the Kringlan mall, walking through a different area of Reykjavik. We ate dinner and of course had plenty of delicious ice cream, did some shopping and saw a movie. Took the bus right back to our hotel. It was 9PM when we returned. The day flew by.We are from NY and the small city experience of Reykjavik was wonderful. It is easy to walk and take the city bus. The beach was free, nominal charge for a locker. The pool was inexpensive. If you have the time we recommend walking, takiing the city bus and exploring some of these places."
50,“What an amazing city!”,"It was actually my trip to Iceland which inspired me to finally write a review. I have been visiting countries with old university friends for a few years now and we never fail to have a good time. However, after having visited this spectacular island, with unbelievable nature and a city which feels like home from day 1, I just had to say something. I really think it's a shame that Iceland has been getting poor publicity due to their financial crisis, but i encourage everyone who gets the chance, to go.On our first day we explored Reykjavik which was a lot of fun. We walked to the harbour and tried the lobster soup at the Sea Baron, which I had read many good things about. Afterwards we went whale watching, followed by renting scooters. All in all, brilliant day! Later that evening we hit the local pub, The English Pub, cliché I know, there we met a bunch of locals and spun their wheel of fortune.On Friday we had a whole day of touring, we went with a Super Jeep company called Mountain Taxi for the ""Iceland in a Nutshell"" tour, which was absolutely brilliant, we were blown away by the landscape.http://www.mntxi.com/DAY_TOUR_Iceland_in_a_Nutshell.htmlFriday night we hit the town, and although a lot of fun, we decided to take our hotels advice and book a guide for Saturday.Saturday the guys and I went hiking through Skogar, but the journey was cut short after Mike dropped his camera into the waterfall.We went for dinner at Fish Company which was arranged by our night life guide, the food there is excellent.http://www.fishcompany.is/After dinner we met our guide Sara, who was not only cute but a lot of fun. She really gave as an experience we will never forget. Sara knew where all the best places were and got us in VIP, without any hassle, everytime! We ventured to bars we would never have thought to check out, she introduced us to a bunch of locals and kept us on our toes with the shots.www.FoamScope.comIt really is great to party in a unfamiliar city with someone who knows it so well. And we will definitely stay in contact with her and FoamScope for our next visit, I recommend others do too!Sunday, we were flying home, but managed to wake up in good time to check out the Blue Lagoon before checking in. I would say that after a long night of drinking, it is the best cure. We were left very relaxed for our journey home.http://www.bluelagoon.is/I had such a great holiday in Iceland, I just wish I could have spent more time there. If you are thinking of going there, I hope some of the recommendations help."
50,“5 days in Iceland”,"We visited Reykjavik in febuary, we stayed at the Hilton Nordica, which we found very comfortable, the service we recieved was very good, the Restaurant and the Bistro are to be recommended. During our stay we took several good excursions, walking on a glacier is an experience never to be forgotten. We took a day out to the west peninsula with Volcano Tours in a 4X4,(well worth the extra over a bus trip) very friendly and obliging, all in all we had a totally fantastic day. We shall definately be returning, wish had gone for longer!"
50,"“Cafe Babalu...cozy, cozy, cozy”","Cozy, like your living room, Bohemian, coffee, tea, homemade goodies, glass of wine, game of scrabble, beer, GREAT music, friendly smiles....shall I go on??? Please go here!! It was my favorite!"
50,“Great and huge new experience”,"I have just returned 3 days ago from Reykjavik, Iceland. Everybody was not believing me when I told them my next destination. I am an addict traveller woman (55 years old) travelling by myself. It is a safe, clean and beautiful city, different from any other European's country. The weather is more unpredictable than UK, I was very impressive about it. In half an hour I walked through heavy rain, light rain, sun, snow in different shapes ...The food is very tasty since a single soap of the day, hot dog (the best one of the world) to the sophisticated dishes.It is a welcome kid country, places are for families and kids, activities envolve all family. The hot swimming pools are fantastic, with tubes for fun and there are in each neighborhood.SPAs are wonderfull, with high technology, nice design, several options of fragant environment. We left the SPA with the mind relaxed and up.I strongly recommend the Golden Circle Tour: agressive and gentle nature. You visit National Park with Geysirs, Gullfoss Waterfall and Blue Lagoon.It is a destiny that I could go back and explore other regions or other season (they have just winter or summer)."
30,"“Great Location, Good value”","I have recently stayed 3 nights at Leifur Eriksson hotel as part of the Iceland Air package. Location of the hotel is excellent, just outside hallgrimskirkja (landmark church seen from everywhere in the city) and 5 mins walk to the main shopping street Laugavegur. There’s a small supermarket around the corner which was handy. Laugavegur is good for eating as there are many good value cafes.Reception staff were friendly and helpful. Single room was simple and small. Radiator in the room kept the room warm. Bathroom was also tiny but it’s quite normal in Northern European hotels.Breakfast included in the rate was good. Cold meat, bread, cereal and biscuits were offered. Could make your own waffle but the queue for one waffle maker was always long. Liked having cold/hot drink facility available all day.Overall, the hotel offered a good value & excellent location."
50,“great and friendly city”,"reykjavik was a great place to see for us. although the city has just about 300.000 peoples, it is an busy and vibrant city. it is the capital of iceland. there are a lot of interesting things to see, for example the ice bar was great!in the evening we are surprised about the high standard night live and the large choice of bars and clubs!!!"
50,“Reykjavik”,"I've been to Reykjavik twice, and had a great time on both trips. The city is small enough to walk all around, but large enough to keep you busy with a variety of activities: shopping, food, sights, relaxation."
