50,“Incredibly nice”,"One of the most beautiful cities in the world . They call it the Russian Venice . The most ideal time to visit is in April and May When the climate is ideal and everything flourishes . In a few words it's hard to describe the beauty . Therefore, a must visit it . You will not be disappointed and if you good memories ."
50,“My favorite walk in St. Petersburg”,"One very pleasant option in St. Petersburg is to make a half-day walk along the embankments of canal Griboedova between the Church of the Saviour on the Blood and Mariinsky Theatre. There is no hectic traffic, and on the route you can admire neo-classical buildings and beautiful bridges (for example Lion Bridge and Bank Bridge), visit magnificent churches (f.ex. Nikolskaya baroque cathedral near Mariinsky Theatre) and follow the footsteps of Dostoevsky near Haymarket Square. Add to this walk a guided boat tour in the main canals Moika and Fontanka, and you have seen the best part of St. Petersburg.A practical tip for all planning to make this walk or in general to visit St Petersburg: there’s a lot of public, clean toilets in the city center, near the main sights and squares and in the parks. In May 2013 the fee to these toilets was only 20 rubles, which is equal to about 0,5 euros or dollars."
30,“It was nice to visit the place where you were born.”,"I was very disappointed by St. Petersburg. Yes, they fixed all the churches, closed when I lived there. And obviously museums and palaces inside and outside the city. But the city itself does not look good, at least for me."
50,“Trip to Finland/Russia”,"The information from Trip Advisor provides excellent service when planning a trip to Finland and Russia. Using your service and material from Lonely Planet, you are able to plan and execute a wonderful individualized trip to Helsinki, Porvoo, Turku, Viipuri-Vyborg, and St Petersburg. A traveller is able to arrange accommodation, train tickets, car rentals, tour tickets and a return cruise from St Petersburg to Helsinki. The information from both services is accurate, up-to-date and very accessible.Friends recommended Red Apple Apartments in Helsinki which was excellent.The forums were also very useful for information for locating PD Tours in St Petersburg, where almost a private service, 2 to 6 people, at reasonable prices, perfect English, was experienced. A very reasonable boutique hotel was recommended and was excellent (Fortecia Piter) and 2 blocks from the Hermitage.Hotels were done through Booking .com, and then through direct contact with the hotel, in English,and most other reservations were done directly with the company involved. Had a good car rental through e-bookings.com, an English firm, not so good service from cartrawler.com,Some trepidation may be experienced in getting accommodation in Vyborg, Russia. This was solved by your reader recommendation of Letuchaya Mysh, direct contact with them and through booking.comA return trip to Helsinki was a bonus as the St Peter Line have an overnight cruise with excellent food and accommodation in their cruise schedules.A very appreciative thanks for making this a wonderful trip"
50,“St. Petersburg was the highlight of our trip!!”,"We just returned from a fantastic cruise on the Baltic Sea. We saw unbelievable places filled with beauty and history - Stockholm, Helsinki, Estonia, Latvia, Copenhagen, Amsterdam, Bruges.We loved all the places, but the highlight of our trip was St. Petersburg. We were there for three days. We had a fantastic tour guide, Gennadiy Chentsov, who picked us up at the ship at 9:00 AM and returned us at 6:00 PM each day. It was quite extraordinary!!Everything was arranged before hand - our visas, our reservations at all the historical places and restaurants - we had absolutely no worries or concerns. We went to unbelievable places, and wonderful restaurants for lunch each day. Someplaces we would never had seen if we had taken the cruise excursions. I cannot say enough about how our St. Petersburgexperience was so memorable!! We were there for three days, and each day was packed with so much. Our first day we went to St. Peter and Paul Fortress, St. Isaac's Cathedral and the Church of the Spilt Blood in the morning. Then we went to lunch across the water from the Church of the Spilt Blood to Cafe St. Petersburg. Absolutely delicious food - loved the borsch!!That afternoon we went to the Smolny Institute for Nobel Ladies, where the Bolshevik Headquarters were after the revolution of 1917, and where Lenin and his wife lived.The next day we went to see the statue of Peter the Great onHorseback, stopped at the monument preserving the memory of those tragic and heroic 900 days of the siege of Leningrad - 1941 - 1944. We went to Pushkin and saw the Russian Orthodox church that Tsar Nicholas and his family attended intheir last days, and where they lived at Alexander's Palace. We continued on to Catherine's Palace which is filled with history and absolutely gorgeous - blue, white and gold!! We had another delicious lunch back in St. Petersburg at CafeBernedy. Then we went to the fabulous Hermitage, which is unbelievable. Our guide was so informative about all the art works, and all the history - amazing!!Our last day we went to Peterhof, which was Peter the Great's Grand Palace overlooking the Gulf of Finland. Absolutely beautiful fountains and grounds!! For lunch we went to the Vodka museum, where we had a tour of the museum, had a snack with a sampler of vodka, and another delicious lunch. Itwas such a fun time!!! Then we went to the Yusupov Palace, which survived the wars with much of its original interior and artwork. In the cellar of this palace, Rasputin was poisoned!! So much history and so interesting. What afantastic last day we had in St. Petersburg!! It was very hard to say goodbye to St. Petersburg and our guide. St. Petersburg definitely was the highlight of our marvelous trip!!"
50,“St. Petersburg with tour guide”,"I was with my husband in St. Petersburg last August for 3 days. Dasha was with us most of the time.We had the best possible impression of the city and we are sure that she played a major role on it. We cannot think about anyone better than her to escort us around the city.Right on the first day, she took us to the Hermitage. The Hermitage is huge and you can go all day long there without seeing not even half of it. Dasha has the best timing of the museum. She made sure that we got the best of it, without having to spend the whole day. Her description of the paintings were absolutely fantastic, not to mention her knowledge about arts and history.After this great introduction, we had a wonderful time in this beautiful city. The program she prepared for us really matched perfectly with our interests and rhythm. We were in all the main spots and we also went up to Peterhof and Pushkin with her.Besides being a great tour guide, she was really fun to hang out with and spoke PERFECT English. She also gave us great tips about bars, restaurants and cultural activities.If you ever go to St. Petersburg, do not hesitate to contact Dasha. You won't regret it at all.Melissa Araripe, from Brazil"
50,“St.Peterburg with Insider Tour”,"Ten of us toured St. Petersburg and Peterhof with Insider Tour. First of all, they took care of entry documents so that we did not need visas. The tours themselves were excellent. No one should miss the Hermitage, Catherine's Palace, and the wonderful fountains of Peterhof, just to name a few of the attractions that we were taken to. In every case, our tour guide led us past all the lines and was a veritable encyclopedia of information. I would highly recommend Insider Tour and would say without hesitation that St. Petersburg was one of the highlights of our cruise."
20,“St Petersburg is definitely an experience...”,"It is beautiful, especially during the white nights but all the residents behave as if they don't want any tourists in the city. The language is a big big problem; they don't know and don't want to speak English and they are definitely not the most amiable and helpful people in the world.The shopkeepers and exchange rate kiosks are the worst, they expect you to carry the exact amount of cash in your pocket, they are angry and very rude if they have to give you some cash back, even if it is 10 Rubles!There are some nice restaurants; looking upscale and very western with some ""minor"" issues like not having an English menu. For example in one of such restaurants the only waiter who could speak English recommended us some Georgian red wine but we received some rose, sparkling wine with the starters instead. When the main dish arrived and we asked where our red wine is, he simply asked ""do you want another glass?"".It seems that the city needs at least another 10 years to fully overcome the cold war habits, learn what good service is and how to be nice to tourists."
50,“Finally after more than 20 years”,"St. PetersburgAs you all know St. Petersburg is the old capital of Russia, built in the delta of the river Neva in the 18th century. So expect all beauty that you assume with an world power of that time.My relationship with the city is a bit special. I speak Russian since I studies in the former USSR and my local guide is my girlfriend, so my view may be not always totally objective :-)Because the world is as it is the first complication when you travel to Russia is that you need a visa (at least for most people coming from Europe or the States...). This is however far less complicated than it sounds. You need some time and an invitation which you can get from various agencies in Russia via internet. If you have the possibility to visit the embassy or consulate twice you do not need further services of a visa service. Just be aware that your passport will be at the consulate for 3-5 working days.For the trip into SPb (SPb is how the locals abbreviate the name of the city) I prefer the plane. You can either look for a cheap ticket directly into SPb or take a Ryanair plane to Lappeenranta in Finland. From there a small bus brings you to SPb for 20-25 €. There is 1 problem with the route through Lappeenranta: The boarder can be crowded and then you just wait and see the time ticking knowing that planes normally don't wait...You also have trains and buses from Helsinki, ferry's from Stockholm and Helsinki but I so far did not use them.SPb is a classical beauty if it comes to the architecture - no surprise with the history.You can use a well organized system of public transport and it is rather cheap (if I compare it to Europe, Locals see that of course different). You have the choice between Metro, tram, bus and marshroutka. A marshroutka is a smaller bus, following a fixed route that stops at request to take in passengers or let them out. A trip with the Metro costs 25 roubles (0.63€) and a marshroutka costs 30 roubles (0.75€).What impressed me a lot is the Russian interpretation of fast food (it's far better than what we normally get...). I personally liked 2 chains a lot: Teremok and ""Kroshka Kartoshka"". In Teremok you get well made classical Russian food, it's really tasty and also healthy. Just try it. Kroshka Kartoshka is all about potatoes stuffed in different ways - very tasty as well.It's very nice just to walk through the city centre with the different islands and bridges. The bridges will be opened during the night to let ships pas through - than you stuck at the island where you are until the bridges close again in the morning.You like shopping? Then there is a lot to see, especially younger Russian brands in the various shops.It took me more than 20 years to make my first trip to SPb, the second followed shortly after and now I already planned a 3rd - so my conclusion it worth seeing..."
50,“How to save money in St. Petersburg (Tips)”,"We rested in St Petersburg for a week in June, 2011. The city is increadibly beautiful! I think, it is the most european city of Russia. That is why I want to tell, how we saved our money there. The secret is: we we have organized a trip by ourselves!We bought the tickets, booked the hostel, and bought the ""St. Petersburg Guest Card"".In general, it seems to me, that use the services of travel agencies to travel to Russia is nonsense! There were at least 400 cheap hostels, with prices ranging from 12 eur per night!And I advice to everyone ""St. Petersburg Guest Card"", such a favorable thing! It's an electronic card for tourists! A tourist who buys the card can take part in a city tour on a red double-decker ""City Tour"" bus! Also you can enjoy a water tour by boat!.Also the card provides for free admission to 17 museums in the city: the Peter and Paul Fortress, St. Isaac's Cathedral, The Russian Museum (including the Stroganov Palace, the Marble Palace, and the Engineer's Castle), the Church of the Savior on the Blood, Smolniy Cathedral, the Museum of ""Pavlovsk"" and many others.By the way, if you go to the State Hermitage, the card provides with not only free admission, but you also may participate in tours and have the opportunity to take photos and video footage.Everyone knows, that the price ofrussian museums is rather high. That's why the card is an excellent way for anyone.In general, I recommend to all to come to St. Petersburg! This is an incredible city! It is very nice, that you can save money too!"
